"","ContractRef","InterestType","MortgageType","NewLoan","ProbationaryLoans","DefaultedLoans","LTVCategory","CreditRating","MortgageYears","CreditRatingMovement","LTV","LoanBalance","InterestIncome","PropertyValue","AnnualPYMT","AddressLatitude","AddressLongitude","InArrears","County","ArrearsCategory","Town","Branch","MaturityDate","BookingDate","LastValuationDate","ValuationAgeYears","prediction","lr_score","DT_score.No","DT_score.Yes"
"6743","00000CONTR00059444","Variable","Owner Occupied","Yes","No","Yes","70 to 80%",2,35, 0,0.71782775,-3.245330e-01, 3012.414776,-5.317013e-01,-0.7061665643,53.38499, -6.308541,"No","Dublin","0","Ballymun - Finglas","Branch 55","28/04/2051","06/05/2016","06/05/2016",0.90,0.7886948,0.7886948,0.04722274,0.95277726
"6744","00000CONTR00083911","Tracker","Owner Occupied","No","No","No","70 to 80%",3,33,-1,0.76000000, 1.030076e+00, 5983.751169, 9.946713e-01, 0.8219399271,53.41427, -7.905501,"No","Westmeath","0","Athlone","Branch 54","10/02/2047","18/02/2014","07/07/2015",2.05,0.7860713,0.7860713,0.27272727,0.72727273
"6745","00000CONTR00072047","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,30, 0,0.67000000, 7.083824e-01, 1638.035947, 9.965095e-01, 1.1310291584,52.13031, -8.629336,"No","Cork","0","Mallow","Branch 12","19/02/2037","27/02/2007","21/09/2013",4.52,0.8294176,0.8294176,0.04722274,0.95277726
"6746","00000CONTR00015882","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,33, 0,0.68000000,-6.304125e-01, 1857.026225,-8.443977e-01,-0.9064882182,51.86397, -8.413394,"No","Cork","0","Cork","Branch 90","25/03/2038","02/04/2005","01/10/2015",1.72,0.8715660,0.8715660,0.04722274,0.95277726
"6747","00000CONTR00041252","Tracker","Buy to Let","No","Yes","No","90 to 100%",4,34, 1,0.94141345, 1.315980e+00, 7066.803992, 6.413627e-01, 0.4093034375,53.34474, -6.268465,"No","Dublin","0","Temple Bar","Branch 17","30/09/2043","08/10/2009","09/10/2016",0.31,0.4747049,0.4747049,0.63734568,0.36265432
"6748","00000CONTR00016854","Variable","Owner Occupied","No","No","Yes","70 to 80%",2,33, 0,0.72000000, 1.211939e+00, 9243.863874, 1.406264e+00, 1.2087702937,53.33579, -6.271012,"No","Dublin","0","Wood Quay","Branch 55","06/02/2042","14/02/2009","06/08/2013",4.69,0.8109551,0.8109551,0.04722274,0.95277726
"6749","00000CONTR00063206","Tracker","Owner Occupied","No","No","Yes","40 to 50%",2,30, 0,0.41186838,-1.032009e+00,  402.914411,-8.016975e-01,-0.7279978208,53.27135, -9.080060,"No","Galway","0","Gleann Dara","Branch 33","27/09/2031","04/10/2001","10/02/2015",2.60,0.8581942,0.8581942,0.04722274,0.95277726
"6750","00000CONTR00101333","Tracker","Owner Occupied","No","No","Yes","90 to 100%",2,32, 0,0.90611044, 1.149346e-01,    0.000000,-4.520599e-01,-0.4842479430,52.05896, -9.473033,"No","Kerry","0","Kerry","Branch 242","05/09/2046","13/09/2014","13/09/2014",3.17,0.8912905,0.8912905,0.04722274,0.95277726
"6751","00000CONTR00190902","Tracker","Buy to Let","No","No","Yes","70 to 80%",2,29, 1,0.77000000, 2.385349e-01, 2343.450943, 1.614329e-02, 0.1991407466,53.46463, -6.227505,"No","Dublin","0","Swords","Branch 11","17/09/2044","25/09/2015","25/09/2015",1.75,0.9086379,0.9086379,0.04722274,0.95277726
"6752","00000CONTR00021612","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,31, 0,0.65000000,-8.665631e-03, 1533.215245, 9.260152e-02, 0.1176294369,53.51901, -7.373767,"No","Westmeath","0","Mullingar","Branch 200","19/01/2039","27/01/2008","25/05/2013",4.97,0.8598796,0.8598796,0.04722274,0.95277726
"6753","00000CONTR00199233","Tracker","Owner Occupied","No","No","No","70 to 80%",4,33, 0,0.71606472,-7.789825e-01, 1598.562926,-1.105326e+00,-1.1517187976,53.40544, -6.285482,"No","Dublin","0","Hampton Wood","Branch 39","30/06/2043","08/07/2010","17/04/2016",0.97,0.7463627,0.7463627,0.63734568,0.36265432
"6754","00000CONTR00130428","Tracker","Owner Occupied","No","No","No","10 to 20%",3,33, 2,0.17000000,-1.528075e+00,  308.229524,-1.364353e+00,-1.3951619938,53.64119, -6.651844,"No","Meath","0","Navan","Branch 228","23/06/2023","01/07/1990","27/06/2016",0.71,0.7253727,0.7253727,0.26315789,0.73684211
"6755","00000CONTR00115064","Variable","Owner Occupied","Yes","No","Yes","90 to 100%",2,33, 0,0.94141345, 1.132036e+00,11558.607170, 4.634385e-01, 0.3226668405,52.83481, -6.921075,"No","Carlow","0","Carlow","Branch 219","24/11/2049","02/12/2016","02/12/2016",0.11,0.7206948,0.7206948,0.04722274,0.95277726
"6756","00000CONTR00231389","Variable","Buy to Let","No","No","No","70 to 80%",3,28, 0,0.75000000, 1.496594e+00,12322.759530, 1.604670e+00, 2.0461668764,53.65915, -6.670860,"No","Meath","0","Navan","Branch 129","25/09/2035","02/10/2007","15/02/2016",1.21,0.8514214,0.8514214,0.56441718,0.43558282
"6757","00000CONTR00163920","Tracker","Buy to Let","No","No","No","60 to 70%",4,30, 0,0.61000000, 8.565363e-01, 3284.570870, 1.539348e+00, 1.6922279694,53.42685, -7.992686,"No","Roscommon","0","Athlone","Branch 235","07/12/2035","14/12/2005","14/11/2013",4.31,0.8366041,0.8366041,0.63734568,0.36265432
"6758","00000CONTR00137722","Variable","Owner Occupied","No","No","No","30 to 40%",3,29, 0,0.37656538,-9.862314e-01, 1345.671177,-5.529833e-01,-0.4095239481,52.37316, -7.920128,"No","Tipperary","0","Townparks","Branch 187","15/05/2025","22/05/1996","10/05/2014",3.65,0.8220934,0.8220934,0.35536398,0.64463602
"6759","00000CONTR00159631","Fixed","Owner Occupied","No","No","Yes","10 to 20%",2,30, 1,0.17651502,-1.412382e+00, 1166.059488,-8.010841e-01,-0.7273636750,53.27017, -6.141456,"No","Dublin","0","Rochestown","Branch 1","05/01/2021","13/01/1991","12/06/2015",2.14,0.8007301,0.8007301,0.04722274,0.95277726
"6760","00000CONTR00083166","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,28,-3,0.64000000,-5.151354e-01, 1699.732216,-5.910381e-01,-0.3859465484,52.39878, -6.955313,"No","Wexford","0","New Ross","Branch 28","19/11/2036","26/11/2008","06/12/2013",4.23,0.8758259,0.8758259,0.04722274,0.95277726
"6761","00000CONTR00233566","Tracker","Buy to Let","No","No","No","60 to 70%",3,32, 0,0.61000000, 2.310440e-01, 5690.064336, 6.056164e-01, 0.5408610617,53.41822, -7.947770,"Yes","Westmeath","< 90 days","Athlone","Branch 200","29/03/2039","06/04/2007","05/11/2015",1.59,0.8872409,0.8872409,0.42574257,0.57425743
"6762","00000CONTR00116954","Tracker","Owner Occupied","No","No","Yes","90 to 100%",2,33,-2,0.90611044, 1.148682e+00,  861.229553, 5.868154e-01, 0.4386212266,53.31248, -6.400620,"No","Dublin","0","Brideswell Commons","Branch 17","05/05/2041","13/05/2008","20/04/2013",5.10,0.8160238,0.8160238,0.04722274,0.95277726
"6763","00000CONTR00202213","Variable","Buy to Let","No","No","No","60 to 70%",4,28, 0,0.67000000,-3.432603e-01, 3893.475273,-4.327906e-01,-0.2106610393,53.50609, -6.397501,"No","Meath","0","Ashbourne","Branch 107","03/02/2034","10/02/2006","24/11/2016",0.14,0.8598563,0.8598563,0.64338235,0.35661765
"6764","00000CONTR00046203","Variable","Owner Occupied","No","No","Yes","0 to 10%",2,32, 1,0.01176767,-1.615469e+00,    6.232582, 4.102430e+00, 3.9300028911,53.31873, -6.414287,"No","Dublin","0","Fairview","Branch 25","12/07/2023","20/07/1991","26/04/2013",5.08,0.9731900,0.9731900,0.04722274,0.95277726
"6765","00000CONTR00095998","Variable","Owner Occupied","No","No","No","10 to 20%",3,33, 0,0.17651502,-1.409469e+00,   65.442114,-7.860558e-01,-0.8516562953,53.32213, -6.305019,"No","Dublin","0","Crumlin","Branch 10","03/12/2024","12/12/1991","11/10/2013",4.44,0.7436003,0.7436003,0.63111111,0.36888889
"6766","00000CONTR00037099","Variable","Owner Occupied","No","No","No","70 to 80%",3,29, 0,0.72000000, 1.329713e+00, 2519.002011, 1.555216e+00, 1.8451350733,53.36663, -6.222424,"No","Dublin","0","Clontarf West","Branch 5","16/09/2041","23/09/2012","05/11/2015",1.59,0.7306838,0.7306838,0.43593750,0.56406250
"6767","00000CONTR00140538","Variable","Owner Occupied","No","No","Yes","70 to 80%",2,32, 0,0.78000000, 7.928634e-01, 1883.939648, 6.339308e-01, 0.5683036726,53.27376, -8.934770,"No","Galway","0","Oranmore","Branch 78","14/09/2045","22/09/2013","04/12/2015",1.48,0.8502970,0.8502970,0.04722274,0.95277726
"6768","00000CONTR00084345","Tracker","Owner Occupied","No","No","Yes","70 to 80%",2,29,-3,0.72959542,-1.497447e-01, 2224.843013,-3.416480e-01,-0.1835069252,52.79276, -6.169480,"Yes","Wicklow","< 90 days","Arklow","Branch 166","25/05/2039","01/06/2010","20/01/2013",5.44,0.8613988,0.8613988,0.04722274,0.95277726
"6769","00000CONTR00148736","Variable","Owner Occupied","No","No","No","70 to 80%",3,30, 0,0.72000000, 1.781914e-01, 6811.268118, 9.885274e-02, 0.2030113411,53.26916, -6.239977,"No","Dublin","0","Sandyford","Branch 27","23/02/2043","02/03/2013","21/08/2014",3.26,0.7894477,0.7894477,0.43593750,0.56406250
"6770","00000CONTR00194572","Variable","Buy to Let","No","No","No","30 to 40%",4,30, 0,0.31861670,-9.712496e-01, 1209.120965,-1.971801e-01,-0.1030340678,53.37985, -6.251537,"No","Dublin","0","Whitehall","Branch 15","24/04/2034","01/05/2004","05/01/2014",4.12,0.8238475,0.8238475,0.63734568,0.36265432
"6771","00000CONTR00164300","Tracker","Buy to Let","No","Yes","No","90 to 100%",4,32, 3,0.92964578, 1.243567e+00, 1334.905808, 6.073350e-01, 0.5425267810,53.26292, -6.170006,"No","Dublin","0","Cabinteely","Branch 48","11/07/2043","19/07/2011","25/05/2016",0.83,0.4821666,0.4821666,0.63734568,0.36265432
"6772","00000CONTR00015815","Variable","Owner Occupied","No","No","No","60 to 70%",3,31, 0,0.65000000, 1.453145e-01, 3067.122998, 3.083170e-01, 0.3334470652,52.52362, -7.867375,"No","Tipperary","0","Hughes'-Lot East","Branch 196","26/03/2036","03/04/2005","02/07/2015",2.07,0.8192001,0.8192001,0.35536398,0.64463602
"6773","00000CONTR00169789","Tracker","Owner Occupied","No","No","Yes","70 to 80%",2,29, 0,0.77666609,-8.239280e-01, 2115.300658,-1.249200e+00,-1.1541081659,53.36564, -6.247582,"Yes","Dublin","< 90 days","Drumcondra","Branch 110","20/01/2035","27/01/2006","22/11/2014",2.91,0.8707413,0.8707413,0.04722274,0.95277726
"6774","00000CONTR00158501","Fixed","Buy to Let","No","Yes","No","90 to 100%",4,32, 1,0.91787811,-1.657272e-02, 6358.493049,-6.058816e-01,-0.6333332342,53.36554, -6.247603,"No","Dublin","0","Drumcondra","Branch 31","20/05/2044","28/05/2012","05/01/2015",2.74,0.5745836,0.5745836,0.63734568,0.36265432
"6775","00000CONTR00139492","Tracker","Owner Occupied","No","No","Yes","90 to 100%",2,31,-2,0.94141345, 1.748789e+00, 2867.680365, 1.060008e+00, 1.0854935978,52.35865, -8.691167,"No","Cork","0","Rathgoggan Middle","Branch 208","17/05/2045","25/05/2014","25/05/2014",3.59,0.7776430,0.7776430,0.04722274,0.95277726
"6776","00000CONTR00201270","Variable","Buy to Let","No","Yes","No","30 to 40%",4,28, 2,0.39122038,-1.018692e+00, 2208.978258,-6.930021e-01,-0.4988888040,52.35857, -8.692485,"No","Cork","0","Rathgoggan Middle","Branch 257","31/03/2025","07/04/1997","11/11/2015",1.57,0.5166079,0.5166079,0.65254237,0.34745763
"6777","00000CONTR00203054","Fixed","Buy to Let","No","No","No","60 to 70%",3,31, 1,0.68000000, 1.116222e+00,10855.458560, 1.494564e+00, 1.5202553099,53.47457, -6.236539,"No","Dublin","0","Swords","Branch 83","04/08/2039","11/08/2008","08/07/2013",4.80,0.8386948,0.8386948,0.43593750,0.56406250
"6778","00000CONTR00226873","Tracker","Owner Occupied","No","No","No","60 to 70%",4,29, 0,0.62000000, 2.597592e-01, 2813.349875, 6.013478e-01, 0.8250003760,53.34105, -6.426232,"No","Dublin","0","Lucan","Branch 207","03/04/2037","10/04/2008","26/02/2014",3.92,0.7016071,0.7016071,0.63734568,0.36265432
"6779","00000CONTR00065758","Tracker","Owner Occupied","No","No","No","90 to 100%",3,34, 0,0.92964578, 9.995279e-02, 2039.754206,-5.128563e-01,-0.6435709340,53.32942, -6.316694,"No","Dublin","0","Crumlin","Branch 101","08/02/2046","17/02/2012","13/05/2013",5.01,0.8152805,0.8152805,0.72222222,0.27777778
"6780","00000CONTR00084556","Tracker","Buy to Let","No","Yes","No","10 to 20%",4,30, 2,0.18828269,-1.391574e+00,   46.335157,-7.924965e-01,-0.7184856304,52.83457, -8.992340,"No","Clare","0","Ennis","Branch 97","03/02/2016","10/02/1986","06/12/2016",0.09,0.5252488,0.5252488,0.63734568,0.36265432
"6781","00000CONTR00099568","Variable","Owner Occupied","No","No","No","90 to 100%",3,34,-1,0.94141345, 4.252236e-02, 4870.668631,-5.904198e-01,-0.7143240473,51.88845, -8.479780,"No","Cork","0","Ballyphehane","Branch 209","23/04/2046","01/05/2012","24/01/2014",4.05,0.8395019,0.8395019,0.35536398,0.64463602
"6782","00000CONTR00216219","Variable","Buy to Let","No","No","No","70 to 80%",4,30, 0,0.73271738,-2.146661e-01, 4038.713327,-4.305636e-01,-0.3443112278,53.38701, -6.420638,"No","Dublin","0","Clonsilla","Branch 15","09/10/2041","17/10/2011","27/01/2013",5.41,0.8429689,0.8429689,0.63734568,0.36265432
"6783","00000CONTR00192237","Tracker","Owner Occupied","No","No","No","60 to 70%",4,33, 0,0.61000000, 1.346360e+00, 6447.260130, 2.270554e+00, 2.0210637855,53.21908, -6.997690,"No","Kildare","0","Rathangan Demesne","Branch 94","15/09/2038","23/09/2005","23/09/2014",3.13,0.6951188,0.6951188,0.64338235,0.35661765
"6784","00000CONTR00108034","Tracker","Owner Occupied","No","No","No","60 to 70%",3,32,-1,0.60000000,-7.311238e-01, 1754.944081,-8.066503e-01,-0.8279200290,53.27039, -6.142247,"No","Dublin","0","Rochestown","Branch 51","07/10/2039","15/10/2007","22/10/2015",1.65,0.7963255,0.7963255,0.43593750,0.56406250
"6785","00000CONTR00159873","Variable","Owner Occupied","No","No","Yes","10 to 20%",2,32, 0,0.17651502,-1.463154e+00,  195.287579,-1.063006e+00,-1.0763817924,53.27661, -9.091503,"Yes","Galway","< 6 months","Galway","Branch 182","19/09/2019","27/09/1987","13/10/2016",0.30,0.8159422,0.8159422,0.04722274,0.95277726
"6786","00000CONTR00135931","Tracker","Owner Occupied","No","No","Yes","70 to 80%",2,32,-2,0.74000000,-1.697205e-01, 3583.168221,-3.933965e-01,-0.4273908689,53.27660, -9.091913,"Yes","Galway","< 6 months","Galway","Branch 57","31/10/2044","08/11/2012","09/05/2014",3.65,0.8684153,0.8684153,0.04722274,0.95277726
"6787","00000CONTR00140554","Tracker","Owner Occupied","No","No","Yes","40 to 50%",2,34, 0,0.44717139,-1.038668e+00, 1396.098434,-9.314799e-01,-1.0254378287,53.38876, -6.292622,"No","Dublin","0","Ballygall","Branch 4","11/12/2030","19/12/1996","07/03/2016",1.13,0.8303191,0.8303191,0.04722274,0.95277726
"6788","00000CONTR00022026","Tracker","Buy to Let","No","Yes","No","90 to 100%",4,33, 3,0.90611044, 6.838288e-01, 5944.844746, 1.196561e-01,-0.0004331791,54.13012, -6.827116,"No","Monaghan","0","Doohamlat","Branch 151","27/11/2045","05/12/2012","05/06/2016",0.79,0.5167284,0.5167284,0.69387755,0.30612245
"6789","00000CONTR00134992","Tracker","Buy to Let","No","No","Yes","90 to 100%",2,35, 0,0.92964578, 2.123167e-01, 2167.238844,-4.027939e-01,-0.5919373764,53.33070, -6.773151,"Yes","Kildare","< 6 months","Staplestown","Branch 176","15/04/2047","23/04/2012","14/08/2013",4.66,0.9210360,0.9210360,0.04722274,0.95277726
"6790","00000CONTR00014045","Fixed","Owner Occupied","No","No","No","70 to 80%",3,29, 0,0.73000000, 1.418356e+00, 9663.902148, 1.613336e+00, 1.9072928984,53.28310, -6.271769,"No","Dublin","0","Whitehall","Branch 51","13/10/2035","20/10/2006","28/10/2016",0.24,0.7187228,0.7187228,0.31521739,0.68478261
"6791","00000CONTR00220459","Variable","Buy to Let","No","No","No","10 to 20%",3,31, 0,0.18828269,-1.493950e+00,  724.931163,-1.287625e+00,-1.2632503058,53.32186, -6.254241,"No","Dublin","0","Dublin","Branch 27","04/12/2019","11/12/1988","19/11/2015",1.54,0.8315667,0.8315667,0.31521739,0.68478261
"6792","00000CONTR00173693","Tracker","Owner Occupied","No","No","Yes","0 to 10%",2,32, 1,0.01176767,-1.659166e+00,   43.911375, 7.210662e-01, 0.6527560593,53.42801, -6.135614,"No","Dublin","0","Portmarnock","Branch 3","02/12/2021","10/12/1989","03/02/2013",5.38,0.8767344,0.8767344,0.04722274,0.95277726
"6793","00000CONTR00208978","Tracker","Owner Occupied","No","No","No","70 to 80%",4,35, 0,0.77000000, 1.516986e+00, 7294.954277, 1.528045e+00, 1.1190435778,53.38388, -6.169396,"No","Dublin","0","Grange","Branch 21","25/09/2047","03/10/2012","09/10/2016",0.31,0.6361979,0.6361979,0.63734568,0.36265432
"6794","00000CONTR00028829","Variable","Owner Occupied","No","No","No","60 to 70%",3,31, 0,0.67000000,-2.849976e-01, 1709.868032,-3.536050e-01,-0.3287883267,53.31284, -6.287796,"Yes","Dublin","< 90 days","Dublin 6W","Branch 197","02/08/2037","10/08/2006","15/01/2013",5.46,0.7865143,0.7865143,0.63111111,0.36888889
"6795","00000CONTR00061119","Variable","Owner Occupied","Yes","No","Yes","90 to 100%",2,30, 0,0.94141345, 1.178646e+00, 8702.951278, 5.085234e-01, 0.6265380846,52.27388, -9.724896,"No","Kerry","0","Tralee","Branch 152","25/07/2046","01/08/2016","01/08/2016",0.57,0.7812896,0.7812896,0.04722274,0.95277726
"6796","00000CONTR00007800","Variable","Owner Occupied","No","No","No","70 to 80%",3,30, 1,0.74000000, 1.097078e+00,10570.207750, 1.165459e+00, 1.3056931323,53.33495, -6.300698,"No","Dublin","0","Rialto","Branch 44","16/02/2044","23/02/2014","22/06/2016",0.72,0.7474202,0.7474202,0.85714286,0.14285714
"6797","00000CONTR00079198","Tracker","Owner Occupied","Yes","No","Yes","70 to 80%",2,32, 0,0.73000000, 9.510052e-01, 6411.375565, 1.030361e+00, 0.9525271935,53.23315, -6.658909,"Yes","Kildare","< 90 days","Naas","Branch 180","14/09/2048","22/09/2016","22/09/2016",0.38,0.7361444,0.7361444,0.04722274,0.95277726
"6798","00000CONTR00222745","Tracker","Buy to Let","No","No","No","70 to 80%",3,32, 0,0.71606472,-6.782712e-01, 2390.730431,-9.772535e-01,-0.9932700980,53.30159, -6.223707,"No","Dublin","0","Roebuck","Branch 202","28/06/2039","06/07/2007","16/03/2013",5.23,0.8949347,0.8949347,0.43593750,0.56406250
"6799","00000CONTR00169358","Tracker","Owner Occupied","No","No","Yes","30 to 40%",2,31, 0,0.35303004,-1.078620e+00,  234.194001,-6.765641e-01,-0.6519002980,53.27683, -8.967752,"No","Galway","0","Galway","Branch 137","30/03/2032","07/04/2001","08/03/2014",3.88,0.8534939,0.8534939,0.04722274,0.95277726
"6800","00000CONTR00014726","Tracker","Owner Occupied","No","Yes","No","10 to 20%",4,30, 2,0.14987401,-1.298353e+00,  151.092904, 1.535249e-01, 0.2595326106,53.26038, -6.199994,"No","Dublin","0","Sandyford","Branch 24","11/10/2022","18/10/1992","10/02/2014",3.98,0.3853203,0.3853203,0.63734568,0.36265432
"6801","00000CONTR00180283","Variable","Owner Occupied","No","No","Yes","0 to 10%",2,30,-2,0.01176767,-1.617134e+00,  323.653592, 3.973616e+00, 4.2088289698,53.31887, -6.251491,"No","Dublin","0","Dublin","Branch 5","17/04/2019","24/04/1989","11/04/2014",3.75,0.9703427,0.9703427,0.04722274,0.95277726
"6802","00000CONTR00212284","Tracker","Owner Occupied","No","No","No","70 to 80%",3,29, 0,0.79000000,-8.189341e-01, 1927.945457,-1.260738e+00,-1.1664478989,53.55839, -6.793601,"No","Meath","0","Trim","Branch 129","25/11/2043","02/12/2014","02/12/2014",2.87,0.8557809,0.8557809,0.26315789,0.73684211
"6803","00000CONTR00001894","Fixed","Owner Occupied","No","No","No","70 to 80%",3,28, 0,0.78267539,-8.655443e-01, 2581.170445,-1.305486e+00,-1.1773168185,53.36206, -6.523474,"No","Kildare","0","Leixlip","Branch 180","06/02/2039","13/02/2011","14/03/2016",1.10,0.8307466,0.8307466,0.30973451,0.69026549
"6804","00000CONTR00145135","Variable","Owner Occupied","No","No","Yes","70 to 80%",2,28,-2,0.76000000,-5.392729e-01,  701.071075,-8.856667e-01,-0.7122970123,53.69867, -6.258402,"No","Louth","0","Bettystown","Branch 71","09/06/2040","16/06/2012","20/09/2016",0.38,0.8723900,0.8723900,0.04722274,0.95277726
"6805","00000CONTR00070746","Variable","Owner Occupied","No","No","Yes","10 to 20%",2,35,-2,0.17651502,-1.213456e+00, 1392.321111, 2.251329e-01,-0.0355103635,51.90093, -8.494419,"Yes","Cork","< 90 days","Sunday's Well","Branch 209","29/04/2018","08/05/1983","17/10/2016",0.28,0.8586150,0.8586150,0.04722274,0.95277726
"6806","00000CONTR00160140","Tracker","Owner Occupied","No","No","Yes","10 to 20%",2,35,-2,0.12944435,-1.412382e+00,  690.998215,-2.655308e-01,-0.4703039370,53.28883, -9.053072,"No","Galway","0","Galway","Branch 57","17/04/2022","26/04/1987","19/11/2015",1.54,0.8530358,0.8530358,0.04722274,0.95277726
"6807","00000CONTR00160084","Variable","Buy to Let","No","No","No","70 to 80%",4,33, 1,0.76602272,-7.024086e-01, 2785.901331,-1.090508e+00,-1.1377919742,54.00878, -6.416871,"No","Louth","0","Dundalk","Branch 45","16/07/2044","25/07/2011","06/02/2013",5.37,0.8537180,0.8537180,0.63734568,0.36265432
"6808","00000CONTR00176653","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,34, 0,0.63000000, 9.622416e-01, 5834.956136, 1.571081e+00, 1.2573890898,53.39507, -6.381848,"No","Dublin","0","Corduff","Branch 32","16/09/2042","24/09/2008","01/06/2013",4.94,0.8207695,0.8207695,0.04722274,0.95277726
"6809","00000CONTR00166851","Tracker","Owner Occupied","No","No","Yes","70 to 80%",2,28, 0,0.71000000, 1.211939e+00, 5282.207928, 1.458096e+00, 1.8838119460,53.37976, -6.225332,"No","Dublin","0","Beaumont","Branch 24","02/06/2039","09/06/2011","13/05/2013",5.01,0.7996085,0.7996085,0.04722274,0.95277726
"6810","00000CONTR00034553","Variable","Owner Occupied","No","No","Yes","70 to 80%",2,30, 0,0.79000000,-2.704319e-01, 2591.243306,-6.284993e-01,-0.5489416072,53.73074, -6.339278,"No","Louth","0","Drogheda","Branch 8","20/10/2037","28/10/2007","08/10/2015",1.70,0.8666897,0.8666897,0.04722274,0.95277726
"6811","00000CONTR00054228","Tracker","Owner Occupied","No","No","No","> 100%",3,28, 0,1.05909013, 1.655568e+00, 4565.649830, 6.094276e-01, 0.9437696329,53.27954, -6.327751,"No","Dublin","0","Knocklyon","Branch 24","31/03/2041","07/04/2013","19/04/2013",5.10,0.7331632,0.7331632,0.38771930,0.61228070
"6812","00000CONTR00191483","Tracker","Owner Occupied","No","No","No","70 to 80%",3,32, 0,0.70000000, 1.400877e+00,  234.382868, 1.757192e+00, 1.6569783571,53.28431, -9.054043,"No","Galway","0","Dun Na Coiribe","Branch 241","28/10/2045","05/11/2013","05/11/2013",4.35,0.7676806,0.7676806,0.32394366,0.67605634
"6813","00000CONTR00202551","Tracker","Buy to Let","Yes","No","Yes","80 to 90%",2,32, 0,0.86000000,-7.691629e-02, 2819.928712,-5.575211e-01,-0.5864617994,53.35988, -6.501652,"No","Kildare","0","Leixlip","Branch 222","26/08/2048","03/09/2016","03/09/2016",0.45,0.8885499,0.8885499,0.04722274,0.95277726
"6814","00000CONTR00102393","Tracker","Owner Occupied","No","No","No","60 to 70%",3,33, 0,0.66000000, 3.533958e-01, 1861.842311, 5.562838e-01, 0.4099264633,53.24456, -6.669349,"No","Kildare","0","Naas","Branch 2","29/04/2038","07/05/2005","28/09/2015",1.74,0.7828634,0.7828634,0.32394366,0.67605634
"6815","00000CONTR00096108","Variable","Owner Occupied","Yes","No","No","70 to 80%",3,34, 0,0.73000000, 8.307342e-01, 1721.325910, 8.803345e-01, 0.6272926579,53.27042, -6.342474,"No","Dublin","0","Oldcourt","Branch 49","27/04/2050","05/05/2016","05/05/2016",0.91,0.6728605,0.6728605,0.72222222,0.27777778
"6816","00000CONTR00026853","Fixed","Owner Occupied","No","No","Yes","90 to 100%",2,29, 0,0.94141345, 3.975090e-01, 6181.116275,-2.470504e-01,-0.0823374004,53.31763, -6.269502,"No","Dublin","0","Dublin 6","Branch 3","23/11/2040","01/12/2011","09/03/2014",3.88,0.8503461,0.8503461,0.04722274,0.95277726
"6817","00000CONTR00177562","Tracker","Owner Occupied","No","No","Yes","70 to 80%",2,33,-2,0.72959542,-1.797084e-01, 2985.595785,-3.790456e-01,-0.4691323476,53.37837, -6.233700,"No","Dublin","0","Clontarf","Branch 24","20/09/2045","28/09/2012","18/12/2014",2.81,0.8497645,0.8497645,0.04722274,0.95277726
"6818","00000CONTR00131137","Variable","Owner Occupied","No","No","Yes","60 to 70%",2,29,-1,0.65000000, 2.504353e-02, 1042.541038, 1.398257e-01, 0.3314156037,53.36455, -6.246573,"No","Dublin","0","Drumcondra","Branch 223","08/09/2037","15/09/2008","27/08/2013",4.61,0.8412924,0.8412924,0.04722274,0.95277726
"6819","00000CONTR00024417","Tracker","Owner Occupied","No","No","Yes","20 to 30%",5,35, 4,0.21181803,-6.782712e-01, 2776.332113, 2.109393e+00, 1.6341961158,54.11373, -9.132464,"No","Mayo","0","Ballina","Branch 19","04/01/2031","13/01/1996","23/09/2016",0.37,0.7928006,0.7928006,0.06707065,0.93292935
"6820","00000CONTR00231669","Tracker","Owner Occupied","No","No","No","70 to 80%",3,33, 0,0.79000000, 9.162954e-02, 4060.621798,-2.111640e-01,-0.3113506942,51.92263, -8.388125,"No","Cork","0","Ballinglanna","Branch 132","26/06/2045","04/07/2012","04/04/2016",1.02,0.8092928,0.8092928,0.35536398,0.64463602
"6821","00000CONTR00193556","Fixed","Owner Occupied","No","No","No","90 to 100%",4,29, 1,0.92964578, 1.531552e+00, 9770.674467, 8.894210e-01, 1.1330865100,53.27092, -6.341877,"No","Dublin","0","Oldcourt","Branch 101","10/08/2038","17/08/2009","16/04/2016",0.98,0.6345420,0.6345420,0.63734568,0.36265432
"6822","00000CONTR00106352","Tracker","Owner Occupied","No","No","Yes","40 to 50%",2,33,-2,0.41186838,-9.238071e-01,  878.227505,-5.624718e-01,-0.6415233632,53.39292, -6.224063,"No","Dublin","0","Kilmore","Branch 49","15/05/2032","24/05/1999","22/03/2013",5.21,0.8311654,0.8311654,0.04722274,0.95277726
"6823","00000CONTR00011156","Tracker","Buy to Let","No","Yes","Yes","90 to 100%",5,31, 3,0.91787811, 1.353434e+00, 7847.009976, 7.532697e-01, 0.7786103923,52.65825, -8.571418,"No","Limerick","0","Castletroy","Branch 253","06/05/2038","14/05/2007","13/03/2013",5.24,0.3632297,0.3632297,0.06707065,0.93292935
