"","ContractRef","InterestType","MortgageType","NewLoan","ProbationaryLoans","DefaultedLoans","LTVCategory","CreditRating","MortgageYears","CreditRatingMovement","LTV","LoanBalance","InterestIncome","PropertyValue","AnnualPYMT","AddressLatitude","AddressLongitude","InArrears","County","ArrearsCategory","Town","Branch","MaturityDate","BookingDate","LastValuationDate","ValuationAgeYears","DT_score.No","DT_score.Yes","lr_score","PredictionDT"
"6705","00000CONTR00224837","Fixed","Buy to Let","No","No","No","20 to 30%",3,31, 0,0.29707903, 25484.337, 1720.192713, 85783.02, 2767.194,53.29005, -9.050244,"No","Galway","0","Tirellan Heights","Branch 117","29/10/2026","06/11/1995","14/06/2015",2.14,0.42792589,0.57207411,0.8699011,"Yes"
"6706","00000CONTR00062946","Tracker","Owner Occupied","No","No","Yes","90 to 100%",2,34, 0,0.92964578,153888.123,    0.000000,165534.15, 4868.651,53.55853, -6.794553,"Yes","Meath","< 90 days","Trim","Branch 193","04/02/2046","13/02/2012","01/04/2016",1.03,0.04722274,0.95277726,0.8437381,"Yes"
"6707","00000CONTR00162544","Tracker","Owner Occupied","No","No","Yes","90 to 100%",2,32, 0,0.98265290, 71819.494, 3501.200321, 73087.35, 2283.980,53.27716, -6.293346,"No","Dublin","0","Rathfarnham","Branch 234","11/03/2047","19/03/2015","06/06/2015",2.17,0.04722274,0.95277726,0.8998730,"Yes"
"6708","00000CONTR00170781","Variable","Owner Occupied","No","No","No","70 to 80%",4,35, 0,0.76602272, 81086.525,  405.432626,105853.94, 3024.398,53.96320, -6.376159,"No","Louth","0","Blackrock","Branch 8","10/06/2045","19/06/2010","01/06/2016",0.80,0.63515585,0.36484415,0.7326134,"No"
"6709","00000CONTR00024230","Fixed","Owner Occupied","No","No","Yes","70 to 80%",2,33, 0,0.75000000,112362.756, 7444.032609,149817.01, 4539.909,53.38857, -6.239961,"No","Dublin","0","Whitehall","Branch 37","26/01/2044","03/02/2011","12/01/2016",1.34,0.04722274,0.95277726,0.8344020,"Yes"
"6710","00000CONTR00060088","Tracker","Owner Occupied","No","No","Yes","0 to 10%",2,34,-2,0.01176767,  2392.304,   89.711412,203294.68, 5979.255,53.36731, -6.284237,"No","Dublin","0","Cabra East","Branch 252","08/05/2018","16/05/1984","11/09/2013",4.55,0.04722274,0.95277726,0.8832633,"Yes"
"6711","00000CONTR00043640","Variable","Owner Occupied","No","No","Yes","60 to 70%",2,32, 0,0.65000000,117097.001, 2341.940014,180149.23, 5629.663,52.27768, -9.704958,"No","Kerry","0","Tralee","Branch 244","20/09/2038","28/09/2006","26/10/2016",0.25,0.04722274,0.95277726,0.8653882,"Yes"
"6712","00000CONTR00028354","Tracker","Owner Occupied","No","No","No","40 to 50%",3,28, 2,0.45294605, 48853.372,  122.133431,107856.93, 3852.033,53.35083, -6.460758,"No","Dublin","0","Lucan","Branch 38","26/10/2031","02/11/2003","08/10/2016",0.32,0.42792589,0.57207411,0.7804337,"No"
"6713","00000CONTR00104792","Variable","Owner Occupied","No","No","Yes","90 to 100%",2,31, 0,0.94141345,140214.215, 4206.426451,148940.10, 4804.519,53.34698, -6.542720,"No","Kildare","0","Celbridge","Branch 243","26/05/2041","03/06/2010","26/03/2014",3.82,0.04722274,0.95277726,0.8501528,"Yes"
"6714","00000CONTR00026077","Tracker","Owner Occupied","No","No","No","90 to 100%",4,32, 1,0.94141345,178893.998, 7379.377437,190027.03, 5938.345,53.21060, -6.112812,"No","Dublin","0","Bray","Branch 32","02/03/2043","10/03/2011","18/02/2015",2.57,0.63515585,0.36484415,0.6733436,"No"
"6715","00000CONTR00052587","Tracker","Owner Occupied","No","No","Yes","30 to 40%",2,32, 0,0.37656538, 33718.900, 1390.904616, 89543.28, 2798.228,53.28159, -6.202334,"No","Dublin","0","Leopardstown","Branch 3","17/08/2027","25/08/1995","27/03/2015",2.43,0.04722274,0.95277726,0.8272926,"Yes"
"6716","00000CONTR00075484","Variable","Owner Occupied","No","No","No","70 to 80%",3,31,-1,0.72000000,192643.453,12762.628750,267560.35, 8630.979,53.29578, -8.741526,"No","Galway","0","Athenry","Branch 86","18/10/2041","26/10/2010","08/02/2016",1.23,0.42792589,0.57207411,0.7631027,"Yes"
"6717","00000CONTR00028789","Tracker","Owner Occupied","No","No","Yes","20 to 30%",2,28, 0,0.29419170, 45453.782,  454.537820,154503.96, 5517.998,52.23595, -7.067015,"No","Waterford","0","Waterford","Branch 169","21/08/2031","28/08/2003","25/09/2013",4.50,0.04722274,0.95277726,0.8493355,"Yes"
"6718","00000CONTR00195124","Variable","Owner Occupied","No","No","No","60 to 70%",3,30, 0,0.61000000,166101.466, 8097.446464,272297.49, 9076.583,53.80742, -9.135965,"No","Mayo","0","Moat","Branch 109","03/02/2038","11/02/2008","20/08/2016",0.50,0.42792589,0.57207411,0.8127185,"No"
"6719","00000CONTR00077473","Tracker","Buy to Let","No","No","Yes","10 to 20%",2,35, 0,0.17651502, 24426.686,  396.933650,138383.05, 3953.801,51.86872, -8.437897,"No","Cork","0","Ardarrig","Branch 16","01/10/2017","10/10/1982","23/02/2014",3.93,0.04722274,0.95277726,0.9159532,"Yes"
"6720","00000CONTR00161070","Variable","Owner Occupied","No","No","Yes","90 to 100%",2,32,-3,0.92964578,149884.161, 9180.404855,161227.17, 5038.349,52.25012, -7.108278,"No","Waterford","0","Waterford","Branch 229","20/03/2047","28/03/2015","28/04/2016",0.93,0.04722274,0.95277726,0.8456663,"Yes"
"6721","00000CONTR00026018","Tracker","Buy to Let","No","No","Yes","> 100%",5,31, 2,1.07085780,208054.929, 9882.609126,194288.10, 6267.358,53.26662, -6.138075,"No","Dublin","0","Rochestown","Branch 62","20/10/2046","28/10/2015","28/10/2015",1.62,0.06707065,0.93292935,0.7089672,"Yes"
"6722","00000CONTR00137267","Tracker","Owner Occupied","No","No","No","10 to 20%",3,30, 0,0.19983201, 28103.280, 1018.743906,140634.52, 4687.817,55.17855, -7.972273,"Yes","Donegal","< 6 months","Dunfanaghy","Branch 162","05/08/2024","13/08/1994","07/06/2016",0.78,0.42792589,0.57207411,0.7936924,"Yes"
"6723","00000CONTR00200429","Tracker","Owner Occupied","No","No","No","90 to 100%",4,35, 0,0.93254940, 90378.739,  338.920271, 96915.77, 2769.022,52.80575, -6.730524,"No","Carlow","0","Tullowphelim","Branch 108","11/10/2041","20/10/2006","04/06/2015",2.17,0.63515585,0.36484415,0.7433078,"No"
"6724","00000CONTR00233472","Fixed","Owner Occupied","No","No","No","60 to 70%",4,33, 0,0.66000000,182671.321, 9133.566054,276774.73, 8387.113,53.58481, -6.183998,"No","Dublin","0","Rosepark","Branch 25","30/10/2039","07/11/2006","03/02/2015",2.63,0.63515585,0.36484415,0.6331992,"No"
"6725","00000CONTR00165048","Tracker","Owner Occupied","No","No","No","70 to 80%",4,33, 0,0.77000000,143840.445, 2876.808895,186805.77, 5660.781,54.12056, -9.132874,"No","Mayo","0","Ballina","Branch 109","19/05/2043","27/05/2010","05/09/2015",1.82,0.42857143,0.57142857,0.7314674,"Yes"
"6726","00000CONTR00024991","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,28, 0,0.62000000,159251.921, 4777.557628,256857.94, 9173.498,55.03804, -7.379851,"No","Donegal","0","Elaghbeg","Branch 146","21/09/2033","28/09/2005","19/10/2016",0.28,0.04722274,0.95277726,0.8430770,"Yes"
"6727","00000CONTR00107933","Fixed","Owner Occupied","No","No","Yes","30 to 40%",2,33, 0,0.34126238, 24426.686, 1221.334308, 71577.44, 2169.013,52.39823, -6.941007,"No","Wexford","0","New Ross","Branch 6","24/03/2027","01/04/1994","12/01/2013",5.47,0.04722274,0.95277726,0.8353293,"Yes"
"6728","00000CONTR00190770","Variable","Buy to Let","No","No","Yes","10 to 20%",2,33, 0,0.16474735, 19742.806,  567.605676,119836.86, 3631.420,52.24009, -7.128929,"No","Waterford","0","Waterford","Branch 169","01/07/2021","09/07/1988","16/03/2013",5.23,0.04722274,0.95277726,0.9051248,"Yes"
"6729","00000CONTR00163896","Tracker","Owner Occupied","Yes","No","No","70 to 80%",4,29, 2,0.73000000,173756.840, 2171.960497,238023.07, 8207.692,51.74205, -8.748624,"No","Cork","0","Bandon","Branch 260","13/04/2045","20/04/2016","20/04/2016",0.96,0.56958175,0.43041825,0.5909068,"No"
"6730","00000CONTR00012839","Tracker","Owner Occupied","No","Yes","No","10 to 20%",4,31, 3,0.16474735, 15562.569,   77.812846, 94463.24, 3047.201,53.25310, -6.671638,"No","Kildare","0","Sallins","Branch 87","30/05/2018","07/06/1987","19/07/2016",0.62,0.56958175,0.43041825,0.3209033,"Yes"
"6731","00000CONTR00185121","Variable","Owner Occupied","No","No","Yes","60 to 70%",2,35,-1,0.64000000,116039.350, 3771.278887,181311.48, 5180.328,53.36610, -6.259222,"No","Dublin","0","Drumcondra","Branch 227","12/10/2042","21/10/2007","03/08/2016",0.57,0.04722274,0.95277726,0.8375208,"Yes"
"6732","00000CONTR00222186","Tracker","Owner Occupied","No","No","No","20 to 30%",4,35, 2,0.20005036, 15260.383,  114.452875, 76282.71, 2179.506,53.46641, -6.227679,"No","Dublin","0","Swords","Branch 49","13/03/2035","21/03/2000","02/02/2013",5.39,0.63515585,0.36484415,0.6256481,"No"
"6733","00000CONTR00072527","Variable","Owner Occupied","No","No","Yes","60 to 70%",2,29, 0,0.64000000,148977.603, 9124.878212,232777.51, 8026.811,51.87437, -8.393843,"No","Cork","0","Monfieldstown","Branch 132","11/09/2036","19/09/2007","11/09/2016",0.42,0.04722274,0.95277726,0.8415915,"Yes"
"6734","00000CONTR00118361","Tracker","Buy to Let","No","No","No","90 to 100%",4,33, 2,0.96585473, 95037.437,  593.983979, 98397.24, 2981.734,53.28111, -6.452703,"No","Dublin","0","Saggart","Branch 83","28/12/2046","05/01/2014","01/07/2016",0.69,0.63515585,0.36484415,0.8723873,"No"
"6735","00000CONTR00185003","Variable","Owner Occupied","No","No","No","40 to 50%",4,31, 0,0.41717167, 37017.762, 1989.704681, 88735.08, 2862.422,53.32301, -8.193577,"No","Galway","0","Ballinasloe","Branch 181","08/02/2035","16/02/2004","14/02/2014",3.97,0.63515585,0.36484415,0.7246876,"No"
"6736","00000CONTR00055354","Variable","Owner Occupied","No","No","Yes","70 to 80%",2,30, 0,0.78612232, 62199.912, 2099.247037, 79122.43, 2637.414,52.23939, -7.112762,"No","Waterford","0","Waterford","Branch 229","03/05/2040","11/05/2010","07/08/2014",3.31,0.04722274,0.95277726,0.8832524,"Yes"
"6737","00000CONTR00041185","Tracker","Owner Occupied","No","No","No","90 to 100%",3,34,-1,0.92964578,139660.208, 4189.806231,150229.49, 4418.514,53.40161, -6.140923,"No","Dublin","0","Stapolin","Branch 210","03/09/2042","11/09/2008","18/09/2015",1.77,0.42792589,0.57207411,0.7808551,"Yes"
"6738","00000CONTR00169212","Fixed","Buy to Let","Yes","No","Yes","70 to 80%",2,28, 0,0.72959542, 79777.053, 3988.852669,109344.24, 3905.151,53.27378, -8.974848,"No","Galway","0","Galway","Branch 61","07/12/2044","14/12/2016","14/12/2016",0.06,0.04722274,0.95277726,0.8966670,"Yes"
"6739","00000CONTR00231261","Fixed","Owner Occupied","No","No","No","10 to 20%",3,33, 0,0.14121202, 11583.789,  680.547622, 82031.19, 2485.794,53.36464, -6.264161,"No","Dublin","0","Drumcondra","Branch 31","02/11/2022","10/11/1989","16/08/2014",3.28,0.42792589,0.57207411,0.7033468,"Yes"
"6740","00000CONTR00037303","Tracker","Owner Occupied","No","No","Yes","70 to 80%",2,34, 0,0.71000000,176476.512, 2867.743320,248558.47, 7310.543,53.42426, -6.480041,"No","Meath","0","Dunboyne","Branch 159","05/03/2043","13/03/2009","10/04/2013",5.14,0.04722274,0.95277726,0.8341037,"Yes"
"6741","00000CONTR00124367","Tracker","Buy to Let","No","Yes","No","40 to 50%",4,33, 2,0.43540372, 41525.366, 2024.361616, 95372.10, 2890.064,52.63495, -9.598163,"No","Clare","0","Newtown West","Branch 97","31/01/2031","08/02/1998","23/07/2015",1.99,0.63515585,0.36484415,0.5917856,"No"
"6742","00000CONTR00236235","Fixed","Owner Occupied","No","No","No","70 to 80%",4,34, 0,0.79932806, 78064.667, 5366.945865, 97662.86, 2872.437,53.43514, -6.139445,"No","Dublin","0","Portmarnock","Branch 212","30/09/2048","09/10/2014","20/09/2016",0.38,0.63515585,0.36484415,0.7344579,"No"
"6743","00000CONTR00059444","Variable","Owner Occupied","Yes","No","Yes","70 to 80%",2,35, 0,0.71782775, 83101.097, 3012.414776,115767.46, 3307.642,53.38499, -6.308541,"No","Dublin","0","Ballymun - Finglas","Branch 55","28/04/2051","06/05/2016","06/05/2016",0.90,0.04722274,0.95277726,0.7886948,"Yes"
"6744","00000CONTR00083911","Tracker","Owner Occupied","No","No","No","70 to 80%",3,33,-1,0.76000000,165068.998, 5983.751169,217196.05, 6581.698,53.41427, -7.905501,"No","Westmeath","0","Athlone","Branch 54","10/02/2047","18/02/2014","07/07/2015",2.05,0.42792589,0.57207411,0.7860713,"Yes"
"6745","00000CONTR00072047","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,30, 0,0.67000000,145603.195, 1638.035947,217318.20, 7243.940,52.13031, -8.629336,"No","Cork","0","Mallow","Branch 12","19/02/2037","27/02/2007","21/09/2013",4.52,0.04722274,0.95277726,0.8294176,"Yes"
"6746","00000CONTR00015882","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,33, 0,0.68000000, 64592.217, 1857.026225, 94988.55, 2878.441,51.86397, -8.413394,"No","Cork","0","Cork","Branch 90","25/03/2038","02/04/2005","01/10/2015",1.72,0.04722274,0.95277726,0.8715660,"Yes"
"6747","00000CONTR00041252","Tracker","Buy to Let","No","Yes","No","90 to 100%",4,34, 1,0.94141345,182369.135, 7066.803992,193718.43, 5697.601,53.34474, -6.268465,"No","Dublin","0","Temple Bar","Branch 17","30/09/2043","08/10/2009","09/10/2016",0.31,0.63515585,0.36484415,0.4747049,"No"
"6748","00000CONTR00016854","Variable","Owner Occupied","No","No","Yes","70 to 80%",2,33, 0,0.72000000,176073.598, 9243.863874,244546.66, 7410.505,53.33579, -6.271012,"No","Dublin","0","Wood Quay","Branch 55","06/02/2042","14/02/2009","06/08/2013",4.69,0.04722274,0.95277726,0.8109551,"Yes"
"6749","00000CONTR00063206","Tracker","Owner Occupied","No","No","Yes","40 to 50%",2,30, 0,0.41186838, 40291.441,  402.914411, 97826.01, 3260.867,53.27135, -9.080060,"No","Galway","0","Gleann Dara","Branch 33","27/09/2031","04/10/2001","10/02/2015",2.60,0.04722274,0.95277726,0.8581942,"Yes"
"6750","00000CONTR00101333","Tracker","Owner Occupied","No","No","Yes","90 to 100%",2,32, 0,0.90611044,109693.448,    0.000000,121059.69, 3783.115,52.05896, -9.473033,"No","Kerry","0","Kerry","Branch 242","05/09/2046","13/09/2014","13/09/2014",3.17,0.04722274,0.95277726,0.8912905,"Yes"
"6751","00000CONTR00190902","Tracker","Buy to Let","No","No","Yes","70 to 80%",2,29, 1,0.77000000,117172.547, 2343.450943,152172.14, 5247.315,53.46463, -6.227505,"No","Dublin","0","Swords","Branch 11","17/09/2044","25/09/2015","25/09/2015",1.75,0.04722274,0.95277726,0.9086379,"Yes"
"6752","00000CONTR00021612","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,31, 0,0.65000000,102214.350, 1533.215245,157252.85, 5072.672,53.51901, -7.373767,"No","Westmeath","0","Mullingar","Branch 200","19/01/2039","27/01/2008","25/05/2013",4.97,0.04722274,0.95277726,0.8598796,"Yes"
"6753","00000CONTR00199233","Tracker","Owner Occupied","No","No","No","70 to 80%",4,33, 0,0.71606472, 55602.189, 1598.562926, 77649.67, 2353.020,53.40544, -6.285482,"No","Dublin","0","Hampton Wood","Branch 39","30/06/2043","08/07/2010","17/04/2016",0.97,0.63515585,0.36484415,0.7463627,"No"
"6754","00000CONTR00130428","Tracker","Owner Occupied","No","No","No","10 to 20%",3,33, 2,0.17000000, 10274.317,  308.229524, 60437.16, 1831.429,53.64119, -6.651844,"No","Meath","0","Navan","Branch 228","23/06/2023","01/07/1990","27/06/2016",0.71,0.42792589,0.57207411,0.7253727,"Yes"
"6755","00000CONTR00115064","Variable","Owner Occupied","Yes","No","Yes","90 to 100%",2,33, 0,0.94141345,171238.625,11558.607170,181895.24, 5511.977,52.83481, -6.921075,"No","Carlow","0","Carlow","Branch 219","24/11/2049","02/12/2016","02/12/2016",0.11,0.04722274,0.95277726,0.7206948,"Yes"
"6756","00000CONTR00231389","Variable","Buy to Let","No","No","No","70 to 80%",3,28, 0,0.75000000,193298.189,12322.759530,257730.92, 9204.676,53.65915, -6.670860,"No","Meath","0","Navan","Branch 129","25/09/2035","02/10/2007","15/02/2016",1.21,0.42792589,0.57207411,0.8514214,"No"
"6757","00000CONTR00163920","Tracker","Buy to Let","No","No","No","60 to 70%",4,30, 0,0.61000000,154568.041, 3284.570870,253390.23, 8446.341,53.42685, -7.992686,"No","Roscommon","0","Athlone","Branch 235","07/12/2035","14/12/2005","14/11/2013",4.31,0.63515585,0.36484415,0.8366041,"No"
"6758","00000CONTR00137722","Variable","Owner Occupied","No","No","No","30 to 40%",3,29, 0,0.37656538, 43061.478, 1345.671177,114353.26, 3943.216,52.37316, -7.920128,"No","Tipperary","0","Townparks","Branch 187","15/05/2025","22/05/1996","10/05/2014",3.65,0.42792589,0.57207411,0.8220934,"Yes"
"6759","00000CONTR00159631","Fixed","Owner Occupied","No","No","Yes","10 to 20%",2,30, 1,0.17651502, 17274.955, 1166.059488, 97866.77, 3262.226,53.27017, -6.141456,"No","Dublin","0","Rochestown","Branch 1","05/01/2021","13/01/1991","12/06/2015",2.14,0.04722274,0.95277726,0.8007301,"Yes"
"6760","00000CONTR00083166","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,28,-3,0.64000000, 71567.672, 1699.732216,111824.49, 3993.732,52.39878, -6.955313,"No","Wexford","0","New Ross","Branch 28","19/11/2036","26/11/2008","06/12/2013",4.23,0.04722274,0.95277726,0.8758259,"Yes"
"6761","00000CONTR00233566","Tracker","Buy to Let","No","No","No","60 to 70%",3,32, 0,0.61000000,116719.268, 5690.064336,191343.06, 5979.471,53.41822, -7.947770,"Yes","Westmeath","< 90 days","Athlone","Branch 200","29/03/2039","06/04/2007","05/11/2015",1.59,0.42792589,0.57207411,0.8872409,"Yes"
"6762","00000CONTR00116954","Tracker","Owner Occupied","No","No","Yes","90 to 100%",2,33,-2,0.90611044,172245.911,  861.229553,190093.73, 5760.416,53.31248, -6.400620,"No","Dublin","0","Brideswell Commons","Branch 17","05/05/2041","13/05/2008","20/04/2013",5.10,0.04722274,0.95277726,0.8160238,"Yes"
"6763","00000CONTR00202213","Variable","Buy to Let","No","No","No","60 to 70%",4,28, 0,0.67000000, 81967.900, 3893.475273,122340.15, 4369.291,53.50609, -6.397501,"No","Meath","0","Ashbourne","Branch 107","03/02/2034","10/02/2006","24/11/2016",0.14,0.56958175,0.43041825,0.8598563,"No"
"6764","00000CONTR00046203","Variable","Owner Occupied","No","No","Yes","0 to 10%",2,32, 1,0.01176767,  4986.066,    6.232582,423708.91,13240.903,53.31873, -6.414287,"No","Dublin","0","Fairview","Branch 25","12/07/2023","20/07/1991","26/04/2013",5.08,0.04722274,0.95277726,0.9731900,"Yes"
"6765","00000CONTR00095998","Variable","Owner Occupied","No","No","No","10 to 20%",3,33, 0,0.17651502, 17451.230,   65.442114, 98865.41, 2995.922,53.32213, -6.305019,"No","Dublin","0","Crumlin","Branch 10","03/12/2024","12/12/1991","11/10/2013",4.44,0.42792589,0.57207411,0.7436003,"No"
"6766","00000CONTR00037099","Variable","Owner Occupied","No","No","No","70 to 80%",3,29, 0,0.72000000,183200.146, 2519.002011,254444.65, 8773.953,53.36663, -6.222424,"No","Dublin","0","Clontarf West","Branch 5","16/09/2041","23/09/2012","05/11/2015",1.59,0.42792589,0.57207411,0.7306838,"Yes"
"6767","00000CONTR00140538","Variable","Owner Occupied","No","No","Yes","70 to 80%",2,32, 0,0.78000000,150715.172, 1883.939648,193224.58, 6038.268,53.27376, -8.934770,"No","Galway","0","Oranmore","Branch 78","14/09/2045","22/09/2013","04/12/2015",1.48,0.04722274,0.95277726,0.8502970,"Yes"
"6768","00000CONTR00084345","Tracker","Owner Occupied","No","No","Yes","70 to 80%",2,29,-3,0.72959542, 93677.601, 2224.843013,128396.64, 4427.470,52.79276, -6.169480,"Yes","Wicklow","< 90 days","Arklow","Branch 166","25/05/2039","01/06/2010","20/01/2013",5.44,0.04722274,0.95277726,0.8613988,"Yes"
"6769","00000CONTR00148736","Variable","Owner Occupied","No","No","No","70 to 80%",3,30, 0,0.72000000,113521.135, 6811.268118,157668.24, 5255.608,53.26916, -6.239977,"No","Dublin","0","Sandyford","Branch 27","23/02/2043","02/03/2013","21/08/2014",3.26,0.42792589,0.57207411,0.7894477,"Yes"
"6770","00000CONTR00194572","Variable","Buy to Let","No","No","No","30 to 40%",4,30, 0,0.31861670, 43968.035, 1209.120965,137996.64, 4599.888,53.37985, -6.251537,"No","Dublin","0","Whitehall","Branch 15","24/04/2034","01/05/2004","05/01/2014",4.12,0.63515585,0.36484415,0.8238475,"No"
"6771","00000CONTR00164300","Tracker","Buy to Let","No","Yes","No","90 to 100%",4,32, 3,0.92964578,177987.441, 1334.905808,191457.27, 5983.040,53.26292, -6.170006,"No","Dublin","0","Cabinteely","Branch 48","11/07/2043","19/07/2011","25/05/2016",0.83,0.63515585,0.36484415,0.4821666,"No"
"6772","00000CONTR00015815","Variable","Owner Occupied","No","No","No","60 to 70%",3,31, 0,0.65000000,111531.745, 3067.122998,171587.30, 5535.074,52.52362, -7.867375,"No","Tipperary","0","Hughes'-Lot East","Branch 196","26/03/2036","03/04/2005","02/07/2015",2.07,0.42792589,0.57207411,0.8192001,"Yes"
"6773","00000CONTR00169789","Tracker","Owner Occupied","No","No","Yes","70 to 80%",2,29, 0,0.77666609, 52882.516, 2115.300658, 68089.13, 2347.901,53.36564, -6.247582,"Yes","Dublin","< 90 days","Drumcondra","Branch 110","20/01/2035","27/01/2006","22/11/2014",2.91,0.04722274,0.95277726,0.8707413,"Yes"
"6774","00000CONTR00158501","Fixed","Buy to Let","No","Yes","No","90 to 100%",4,32, 1,0.91787811,101735.889, 6358.493049,110838.12, 3463.691,53.36554, -6.247603,"No","Dublin","0","Drumcondra","Branch 31","20/05/2044","28/05/2012","05/01/2015",2.74,0.63515585,0.36484415,0.5745836,"No"
"6775","00000CONTR00139492","Tracker","Owner Occupied","No","No","Yes","90 to 100%",2,31,-2,0.94141345,208558.572, 2867.680365,221537.70, 7146.377,52.35865, -8.691167,"No","Cork","0","Rathgoggan Middle","Branch 208","17/05/2045","25/05/2014","25/05/2014",3.59,0.04722274,0.95277726,0.7776430,"Yes"
"6776","00000CONTR00201270","Variable","Buy to Let","No","Yes","No","30 to 40%",4,28, 2,0.39122038, 41097.270, 2208.978258,105048.90, 3751.746,52.35857, -8.692485,"No","Cork","0","Rathgoggan Middle","Branch 257","31/03/2025","07/04/1997","11/11/2015",1.57,0.56958175,0.43041825,0.5166079,"No"
"6777","00000CONTR00203054","Fixed","Buy to Let","No","No","No","60 to 70%",3,31, 1,0.68000000,170281.703,10855.458560,250414.27, 8077.880,53.47457, -6.236539,"No","Dublin","0","Swords","Branch 83","04/08/2039","11/08/2008","08/07/2013",4.80,0.42792589,0.57207411,0.8386948,"Yes"
"6778","00000CONTR00226873","Tracker","Owner Occupied","No","No","No","60 to 70%",4,29, 0,0.62000000,118456.837, 2813.349875,191059.41, 6588.256,53.34105, -6.426232,"No","Dublin","0","Lucan","Branch 207","03/04/2037","10/04/2008","26/02/2014",3.92,0.63515585,0.36484415,0.7016071,"No"
"6779","00000CONTR00065758","Tracker","Owner Occupied","No","No","No","90 to 100%",3,34, 0,0.92964578,108786.891, 2039.754206,117019.72, 3441.757,53.32942, -6.316694,"No","Dublin","0","Crumlin","Branch 101","08/02/2046","17/02/2012","13/05/2013",5.01,0.42792589,0.57207411,0.8152805,"No"
"6780","00000CONTR00084556","Tracker","Buy to Let","No","Yes","No","10 to 20%",4,30, 2,0.18828269, 18534.063,   46.335157, 98437.42, 3281.247,52.83457, -8.992340,"No","Clare","0","Ennis","Branch 97","03/02/2016","10/02/1986","06/12/2016",0.09,0.63515585,0.36484415,0.5252488,"No"
"6781","00000CONTR00099568","Variable","Owner Occupied","No","No","No","90 to 100%",3,34,-1,0.94141345,105311.754, 4870.668631,111865.57, 3290.164,51.88845, -8.479780,"No","Cork","0","Ballyphehane","Branch 209","23/04/2046","01/05/2012","24/01/2014",4.05,0.42792589,0.57207411,0.8395019,"Yes"
"6782","00000CONTR00216219","Variable","Buy to Let","No","No","No","70 to 80%",4,30, 0,0.73271738, 89749.185, 4038.713327,122488.13, 4082.938,53.38701, -6.420638,"No","Dublin","0","Clonsilla","Branch 15","09/10/2041","17/10/2011","27/01/2013",5.41,0.63515585,0.36484415,0.8429689,"No"
"6783","00000CONTR00192237","Tracker","Owner Occupied","No","No","No","60 to 70%",4,33, 0,0.61000000,184207.432, 6447.260130,301979.40, 9150.891,53.21908, -6.997690,"No","Kildare","0","Rathangan Demesne","Branch 94","15/09/2038","23/09/2005","23/09/2014",3.13,0.56958175,0.43041825,0.6951188,"No"
"6784","00000CONTR00108034","Tracker","Owner Occupied","No","No","No","60 to 70%",3,32,-1,0.60000000, 58498.136, 1754.944081, 97496.89, 3046.778,53.27039, -6.142247,"No","Dublin","0","Rochestown","Branch 51","07/10/2039","15/10/2007","22/10/2015",1.65,0.42792589,0.57207411,0.7963255,"Yes"
"6785","00000CONTR00159873","Variable","Owner Occupied","No","No","Yes","10 to 20%",2,32, 0,0.17651502, 14202.733,  195.287579, 80461.89, 2514.434,53.27661, -9.091503,"Yes","Galway","< 6 months","Galway","Branch 182","19/09/2019","27/09/1987","13/10/2016",0.30,0.04722274,0.95277726,0.8159422,"Yes"
"6786","00000CONTR00135931","Tracker","Owner Occupied","No","No","Yes","70 to 80%",2,32,-2,0.74000000, 92468.857, 3583.168221,124957.92, 3904.935,53.27660, -9.091913,"Yes","Galway","< 6 months","Galway","Branch 57","31/10/2044","08/11/2012","09/05/2014",3.65,0.04722274,0.95277726,0.8684153,"Yes"
"6787","00000CONTR00140554","Tracker","Owner Occupied","No","No","Yes","40 to 50%",2,34, 0,0.44717139, 39888.527, 1396.098434, 89201.88, 2623.585,53.38876, -6.292622,"No","Dublin","0","Ballygall","Branch 4","11/12/2030","19/12/1996","07/03/2016",1.13,0.04722274,0.95277726,0.8303191,"Yes"
"6788","00000CONTR00022026","Tracker","Buy to Let","No","Yes","No","90 to 100%",4,33, 3,0.90611044,144117.448, 5944.844746,159050.64, 4819.716,54.13012, -6.827116,"No","Monaghan","0","Doohamlat","Branch 151","27/11/2045","05/12/2012","05/06/2016",0.79,0.56958175,0.43041825,0.5167284,"No"
"6789","00000CONTR00134992","Tracker","Buy to Let","No","No","Yes","90 to 100%",2,35, 0,0.92964578,115586.072, 2167.238844,124333.45, 3552.384,53.33070, -6.773151,"Yes","Kildare","< 6 months","Staplestown","Branch 176","15/04/2047","23/04/2012","14/08/2013",4.66,0.04722274,0.95277726,0.9210360,"Yes"
"6790","00000CONTR00014045","Fixed","Owner Occupied","No","No","No","70 to 80%",3,29, 0,0.73000000,188563.944, 9663.902148,258306.77, 8907.130,53.28310, -6.271769,"No","Dublin","0","Whitehall","Branch 51","13/10/2035","20/10/2006","28/10/2016",0.24,0.42792589,0.57207411,0.7187228,"Yes"
