"","ContractRef","InterestType","MortgageType","NewLoan","ProbationaryLoans","DefaultedLoans","LTVCategory","CreditRating","MortgageYears","CreditRatingMovement","LTV","LoanBalance","InterestIncome","PropertyValue","AnnualPYMT","AddressLatitude","AddressLongitude","InArrears","County","ArrearsCategory","prediction"
"20015","00000CONTR00176345","Tracker","Buy to Let","No","No","No","90 to 100%","1",34,0,0.904040672,-0.411927132839123,-0.681157220496739,-0.978576301123445,-1.06839900850447,53.5196818,-8.8545937,"No","Galway","0",NA
"20020","00000CONTR00208481","Tracker","Owner Occupied","No","No","No","70 to 80%","3",30,0,0.71,0.745420893697395,0.246099734252169,0.859766962901061,0.989661637009259,54.27427,-8.472601,"No","Sligo","0",0.565781303661937
"20021","00000CONTR00179381","Fixed","Buy to Let","No","No","Yes","0 to 10%","2",31,1,0.011767668,-1.61213990071116,-1.02458572209273,4.36005749605271,4.38710582851632,51.8839275,-9.5993524,"Yes","Kerry","< 90 days",NA
"20023","00000CONTR00101566","Fixed","Owner Occupied","No","No","No","60 to 70%","1",35,0,0.63,0.198583315012879,1.18390506674928,0.467285738514781,0.179069410283416,51.6286849,-8.9054089,"No","Cork","0",0.957266351100279
"20025","00000CONTR00133238","Fixed","Owner Occupied","No","No","No","90 to 100%","1",28,0,0.92964578,0.375452394197438,1.14692512197288,-0.24299946169583,-0.000435666820408388,51.8080118,-8.3901112,"Yes","Cork","< 6 months",NA
"20031","00000CONTR00075653","Variable","Owner Occupied","No","No","Yes","70 to 80%","2",28,0,0.76,-0.304557197243995,0.742267531600059,-0.604438772500009,-0.400790075092964,52.3319929,-6.4545961,"No","Wexford","0",NA
"20034","00000CONTR00014645","Tracker","Owner Occupied","No","No","No","40 to 50%","1",32,0,0.447171388,-1.02535071806736,-0.677398603200907,-0.904361179829547,-0.922622241615335,53.3406474,-6.2273741,"No","Dublin","0",NA
"20048","00000CONTR00232106","Tracker","Owner Occupied","No","No","No","70 to 80%","1",28,0,0.74,0.0624981637229021,0.121186331341951,-0.107640448561795,0.149497050213959,53.4487971,-6.2371614,"No","Dublin","0",NA
"20059","00000CONTR00224403","Tracker","Owner Occupied","No","No","No","70 to 80%","4",33,-1,0.76602272,-0.432735259811733,-0.442505228426486,-0.769935177491965,-0.836505484546272,53.8482235,-7.6051642,"No","Longford","0",NA
"20061","00000CONTR00230283","Tracker","Owner Occupied","No","No","No","90 to 100%","3",31,-1,0.901460075,-0.768994592931881,-0.644662258586868,-1.33555804953269,-1.31120629144018,53.8487216,-7.60541,"No","Longford","0",NA
"20063","00000CONTR00202553","Variable","Buy to Let","No","No","No","70 to 80%","1",30,0,0.74,0.133245795396726,1.10459015816561,-0.0205821479378065,0.0795368634216912,53.8479552,-7.6048179,"No","Longford","0",NA
"20065","00000CONTR00139656","Tracker","Owner Occupied","No","No","No","30 to 40%","3",30,0,0.353030043,-1.02576688059689,-0.922436203045868,-0.540236063061165,-0.457693078496671,53.3073769,-6.204947,"No","Dublin","0",NA
"20069","00000CONTR00076654","Tracker","Owner Occupied","No","No","No","30 to 40%","1",33,-3,0.39,-0.807697709170346,-1.0101877928535,-0.195407820271641,-0.296542444549774,53.3397081,-6.4286239,"No","Dublin","0",NA
"20075","00000CONTR00222557","Variable","Owner Occupied","No","No","No","30 to 40%","1",30,0,0.305959371,-1.01869211742951,-0.623565503411452,-0.252469224985181,-0.160193227591445,52.8473985,-6.9288448,"No","Carlow","0",NA
"20076","00000CONTR00035385","Variable","Owner Occupied","No","No","Yes","90 to 100%","2",34,0,0.906110444,-0.510973817512997,-0.6571909831203,-1.08107300340351,-1.16189612933064,53.2697379,-8.9194162,"No","Galway","0",NA
"20078","00000CONTR00205259","Tracker","Buy to Let","Yes","No","No","70 to 80%","1",34,0,0.766469265,-0.625834678805044,-0.207288531741048,-1.00022340844192,-1.0881454214832,52.6645023,-7.2617746,"No","Kilkenny","0",NA
"20079","00000CONTR00135174","Variable","Buy to Let","No","No","No","60 to 70%","3",31,-2,0.66,0.508208245251122,1.07772412750003,0.769879283800818,0.795227855603951,53.2988967,-6.2389349,"No","Dublin","0",0.591623889497775
"20088","00000CONTR00213753","Variable","Owner Occupied","No","No","No","10 to 20%","4",34,-1,0.183179346,-1.34205041163824,-0.712226436005554,-0.505040067967886,-0.636440971411252,53.2658211,-9.1255605,"No","Galway","0",NA
"20089","00000CONTR00162330","Variable","Buy to Let","No","No","No","70 to 80%","1",31,0,0.77,1.31431508727365,1.51448152193291,1.28836500128919,1.31395904741639,53.3085246,-8.7503084,"No","Galway","0",0.933564060726071
"20101","00000CONTR00051282","Variable","Owner Occupied","Yes","No","No","70 to 80%","3",29,0,0.76,1.2443997806589,1.45337367914554,1.2514662968494,1.5202836432882,53.2327191,-6.648617,"No","Kildare","0",0.551778338548105
"20104","00000CONTR00051379","Tracker","Owner Occupied","No","No","No","70 to 80%","1",33,-3,0.77,1.36092529223436,-1.11824804075066,1.34348640510079,1.14976989354653,52.2586514,-9.7152624,"Yes","Kerry","< 90 days",0.931183682661262
"20111","00000CONTR00073640","Tracker","Owner Occupied","No","No","No","90 to 100%","3",35,0,0.917878112,1.37840411847489,0.300811865547388,0.77804157937814,0.454440610187616,53.265597,-9.0842199,"No","Galway","0",0.517022723686779
"20125","00000CONTR00083791","Variable","Owner Occupied","No","No","No","70 to 80%","1",31,0,0.746816207,-0.0665122239039092,0.307601625678771,-0.284715966342365,-0.259866690128658,53.2772872,-6.3302102,"No","Dublin","0",NA
"20127","00000CONTR00218605","Variable","Owner Occupied","No","No","No","90 to 100%","4",31,0,0.945589111,-0.739030889978945,-1.0949688625218,-1.35049168226011,-1.32614699448366,52.6648519,-8.5381962,"No","Limerick","0",NA
"20130","00000CONTR00218491","Tracker","Owner Occupied","No","No","No","40 to 50%","1",31,0,0.423636052,-1.15144796798741,-1.05191652812576,-1.09932395558236,-1.07486035347603,51.8215612,-8.3954542,"No","Cork","0",NA
"20131","00000CONTR00035005","Tracker","Owner Occupied","No","No","Yes","70 to 80%","2",30,0,0.76,1.15783797121008,1.30838400570113,1.1477510220268,1.28738605453648,53.4014602,-6.2064415,"No","Dublin","0",0.958224224687001
"20133","00000CONTR00101259","Tracker","Owner Occupied","No","No","No","30 to 40%","3",31,-2,0.39,-1.16185203139109,-0.636740871766921,-1.02231723176343,-0.997817170846927,53.293435,-6.2310727,"No","Dublin","0",NA
"20137","00000CONTR00128329","Tracker","Owner Occupied","No","No","Yes","70 to 80%","2",30,0,0.72,0.649287346895537,0.19241819182918,0.694661534128483,0.81897191915852,53.7052662,-6.250868,"No","Meath","0",0.954058555737754
"20138","00000CONTR00176690","Fixed","Buy to Let","No","No","No","90 to 100%","1",30,0,0.92964578,1.79082119598758,3.28616439746596,1.14337998432371,1.28286717791729,52.7604101,-8.8867455,"No","Clare","0",0.934085550434929
"20141","00000CONTR00172101","Tracker","Owner Occupied","No","No","Yes","70 to 80%","2",35,-1,0.75,1.17365214733247,1.25210578407997,1.21257306841471,0.839493574181173,52.3685594,-7.7173113,"No","Tipperary","0",0.955347449604023
"20145","00000CONTR00034062","Tracker","Buy to Let","No","No","No","70 to 80%","1",33,0,0.72,0.39750900908918,-0.202539740892107,0.376230153725124,0.240705041351517,53.2867848,-9.0012865,"No","Galway","0",0.934148794329655
"20146","00000CONTR00074742","Tracker","Owner Occupied","No","No","No","50 to 60%","3",28,0,0.53,-0.832667461603583,-0.3620384853342,-0.78733290880321,-0.603375879199015,53.2812708,-6.1416322,"Yes","Dublin","< 90 days",NA
"20148","00000CONTR00062990","Tracker","Owner Occupied","No","No","Yes","40 to 50%","2",31,0,0.400100715,-0.932130308972256,-0.820791874493002,-0.531080177379159,-0.506347540923176,52.1980003,-6.8322265,"No","Wexford","0",NA
"20149","00000CONTR00180035","Tracker","Owner Occupied","No","No","No","40 to 50%","1",33,-1,0.423636052,-1.00121329069319,-0.475524479311437,-0.77639478900466,-0.84257647741454,53.5231136,-7.3570039,"No","Westmeath","0",NA
"20151","00000CONTR00021228","Fixed","Owner Occupied","No","No","No","90 to 100%","1",33,0,0.92964578,1.3921374827759,2.63279141885729,0.752862045756077,0.594678267606549,53.3966506,-6.1354518,"No","Dublin","0",0.935464192279457
"20159","00000CONTR00238321","Tracker","Owner Occupied","No","No","No","70 to 80%","4",32,0,0.76,-0.179708434912549,-0.933954546430827,-0.454849433755691,-0.486951568408369,52.6757276,-6.3034731,"No","Wexford","0",NA
"20162","00000CONTR00152763","Tracker","Owner Occupied","No","No","Yes","90 to 100%","2",30,0,0.943346788,-0.204262024816249,-0.247946263175033,-0.83208885293535,-0.759417077469333,53.3946859,-6.1982136,"No","Dublin","0",NA
"20163","00000CONTR00126139","Variable","Owner Occupied","No","No","No","90 to 100%","1",30,-2,0.92369373,-0.133098230447628,0.66729726163705,-0.731257561998584,-0.655175413625916,52.6587288,-8.6106435,"No","Limerick","0",NA
"20164","00000CONTR00214444","Tracker","Owner Occupied","No","No","No","60 to 70%","3",31,0,0.6,0.353395779305696,-0.421024528200876,0.839297804049205,0.864679241221028,54.9499713,-7.6243068,"No","Donegal","0",0.596807170548344
"20165","00000CONTR00013378","Tracker","Owner Occupied","No","No","No","90 to 100%","1",29,0,0.906110444,0.466175828941625,0.615565754269214,-0.0990765066058853,0.075916447917665,53.717418,-6.3525599,"No","Louth","0",NA
"20167","00000CONTR00053170","Fixed","Owner Occupied","No","No","No","90 to 100%","1",33,-1,0.941413448,1.47578615203906,1.88676650524281,0.79593927259875,0.635163911987245,51.8910496,-8.4831414,"No","Cork","0",0.948228557341728
"20170","00000CONTR00231535","Variable","Buy to Let","No","No","No","30 to 40%","1",33,0,0.364797711,-1.09859532524892,-0.754510880904658,-0.777953020958333,-0.844040964294941,53.3968819,-6.180013,"No","Dublin","0",NA
"20176","00000CONTR00168850","Variable","Buy to Let","No","No","No","60 to 70%","4",30,0,0.64,1.23857350359278,1.73345129210821,1.90417444724134,2.06939365877335,53.0751857,-7.8932881,"No","Offaly","0",0.498108802776906
"20177","00000CONTR00136764","Variable","Buy to Let","No","Yes","No","90 to 100%","4",28,1,0.92964578,1.65265523287622,1.5661625100716,1.00804391449997,1.38530383526825,53.3109936,-6.2852154,"No","Dublin","0",0.412757607578333
"20178","00000CONTR00088122","Tracker","Buy to Let","No","Yes","No","70 to 80%","4",28,2,0.79754873,-0.607939689539189,-0.61547235172597,-1.02942356577329,-0.871531718584838,54.0401779,-6.1800488,"No","Louth","0",NA
"20181","00000CONTR00080477","Tracker","Buy to Let","No","No","No","40 to 50%","4",31,3,0.411868384,-1.17849853306833,-1.08041937613438,-1.12557233354746,-1.1011211582997,53.3258172,-8.1899358,"No","Galway","0",NA
"20182","00000CONTR00207229","Variable","Buy to Let","No","No","No","70 to 80%","1",35,-2,0.717827754,-0.199684236991347,0.554942894348377,-0.373323581487662,-0.565822772076677,52.1279962,-8.2933293,"Yes","Cork","< 90 days",NA
"20187","00000CONTR00168753","Tracker","Owner Occupied","Yes","No","No","70 to 80%","1",33,0,0.71,0.546911361324326,-0.736748382976741,0.605170121481974,0.455871681869054,52.3531019,-7.4008968,"No","Tipperary","0",0.927989008868099
"20189","00000CONTR00088600","Tracker","Owner Occupied","Yes","No","Yes","70 to 80%","2",33,-2,0.75,0.84072211544018,0.360949742601698,0.808349431935334,0.646827459321354,53.2784188,-6.148327,"No","Dublin","0",0.961120489368057
"20191","00000CONTR00034311","Variable","Owner Occupied","No","No","Yes","40 to 50%","2",32,0,0.400100715,-1.05864372125659,-0.916495162754367,-0.819017018823181,-0.839905942405165,53.3875405,-6.2106974,"No","Dublin","0",NA
"20194","00000CONTR00216298","Variable","Owner Occupied","No","No","No","40 to 50%","1",28,-1,0.423636052,-1.03284164376428,-0.375537175600687,-0.844379876657706,-0.66656492496415,52.3276658,-6.4670216,"No","Wexford","0",NA
"20203","00000CONTR00080552","Tracker","Owner Occupied","No","No","Yes","60 to 70%","2",28,0,0.68,-0.800622946002964,-0.987545154658624,-1.07233076155824,-0.919058604505714,51.8568959,-8.3210297,"No","Cork","0",NA
"20207","00000CONTR00181119","Tracker","Owner Occupied","No","No","No","40 to 50%","1",28,0,0.470706724,-1.06738313470738,-1.11824804075066,-1.05414965389638,-0.898919991165627,53.3503651,-6.4631744,"No","Dublin","0",NA
"20221","00000CONTR00125141","Variable","Owner Occupied","No","No","No","70 to 80%","1",32,-1,0.75,1.32014136268717,0.200662900881129,1.39043146834524,1.30151064802988,53.3933827,-6.1652439,"No","Dublin","0",0.939402441095049
"20223","00000CONTR00154810","Variable","Owner Occupied","No","No","No","60 to 70%","1",32,0,0.67,0.594353891344102,-0.617381971782983,0.841531968707978,0.769512503472968,53.243789,-6.6678705,"No","Kildare","0",0.943539947061363
"20229","00000CONTR00200259","Variable","Buy to Let","No","No","No","90 to 100%","4",33,3,0.917878112,1.21693305205688,2.34933913300702,0.617849996391013,0.467788718730217,52.8591505,-9.0130536,"No","Clare","0",0.396811260472342
"20231","00000CONTR00029354","Variable","Owner Occupied","No","No","Yes","10 to 20%","2",30,1,0.164747353,-1.28170684320283,-0.997002320812695,0.026391528982488,0.128099310600479,53.3519786,-6.2860702,"No","Dublin","0",NA
"20238","00000CONTR00095166","Tracker","Owner Occupied","No","No","Yes","70 to 80%","2",31,0,0.73,1.54819843548363,-0.408960579034902,1.77530220739333,1.80112679321873,53.5819538,-6.1317209,"No","Dublin","0",0.957772902484099
"20247","00000CONTR00119727","Tracker","Owner Occupied","No","No","No","20 to 30%","1",30,-3,0.258888698,-1.3549514503844,-1.07662034358362,-1.06768974613363,-1.00298659649966,52.5123406,-7.5038623,"No","Tipperary","0",NA
"20248","00000CONTR00139499","Tracker","Buy to Let","No","Yes","No","90 to 100%","4",32,3,0.953181116,-0.619176078167198,-0.856357285667959,-1.24334499670979,-1.25116828997599,53.3853272,-6.1438016,"No","Dublin","0",NA
"20263","00000CONTR00124630","Variable","Owner Occupied","No","No","No","70 to 80%","3",32,0,0.71,1.32679996315975,-0.53077211238135,1.60541012479294,1.50986982084814,53.3525118,-6.2340914,"No","Dublin","0",0.571777913736137
"20268","00000CONTR00198224","Variable","Owner Occupied","No","No","No","10 to 20%","1",31,0,0.18828269,-1.50643461526723,-0.992758720618236,-1.34800625028029,-1.32366038588853,53.3424779,-6.2997913,"No","Dublin","0",NA
"20270","00000CONTR00097050","Fixed","Owner Occupied","No","No","No","60 to 70%","1",30,0,0.65,1.21693305205688,1.64166828213028,1.80958028648015,1.97160008051681,53.3421333,-6.3001501,"Yes","Dublin","< 90 days",0.921921959299084
"20275","00000CONTR00044157","Tracker","Owner Occupied","No","No","Yes","60 to 70%","2",34,0,0.67,0.392098897031509,0.860663977381745,0.566644813692757,0.34114609526442,53.3420227,-6.3003803,"No","Dublin","0",0.96285230014962
"20279","00000CONTR00092055","Tracker","Owner Occupied","No","No","Yes","20 to 30%","2",35,0,0.270656366,-0.893843355098066,-0.610713456967002,0.431235059214333,0.147123691298085,52.2510036,-7.0712991,"No","Waterford","0",NA
"20281","00000CONTR00125441","Tracker","Owner Occupied","No","No","No","70 to 80%","3",33,-2,0.7,1.04048013457555,0.676794843013948,1.28836500128919,1.09796466405779,53.2235032,-6.6489836,"Yes","Kildare","< 6 months",0.497621918492151
"20282","00000CONTR00149365","Variable","Owner Occupied","No","No","No","70 to 80%","1",33,0,0.7,1.14618542038306,2.47232271060804,1.42587321991067,1.22720020922946,52.0515314,-9.5118388,"Yes","Kerry","< 6 months",0.937402947532646
"20284","00000CONTR00146401","Variable","Owner Occupied","No","No","No","60 to 70%","3",35,0,0.65,-0.241300490936568,-0.941431365831763,-0.233303786708882,-0.441746524476933,51.9241213,-8.4637734,"No","Cork","0",NA
"20290","00000CONTR00099550","Tracker","Owner Occupied","No","No","Yes","90 to 100%","2",29,0,0.943346788,-0.339514850716631,-0.656544339298263,-0.962647297573837,-0.847648000464197,51.8996996,-8.4780291,"No","Cork","0",NA
"20293","00000CONTR00189836","Fixed","Owner Occupied","No","No","No","20 to 30%","1",33,-1,0.294191703,-1.09235288714061,-0.383195863648792,-0.399614276512025,-0.488463572790114,51.8080787,-8.3855397,"No","Cork","0",NA
"20295","00000CONTR00208323","Fixed","Buy to Let","No","No","No","60 to 70%","1",29,0,0.63,-0.664121632513973,-0.13943134382044,-0.7796719991976,-0.651961112692698,53.3105242,-6.2390806,"No","Dublin","0",NA
"20298","00000CONTR00057450","Variable","Owner Occupied","No","No","No","70 to 80%","3",32,0,0.72,0.982217378787827,2.46052146053489,1.11572782219053,1.03526549675907,53.9928739,-6.4054453,"No","Louth","0",0.551528616450917
"20300","00000CONTR00009122","Fixed","Owner Occupied","No","No","Yes","70 to 80%","2",34,0,0.75,0.675921748785876,1.59046217326908,0.608258731072936,0.379106160808722,52.2301191,-6.548847,"No","Wexford","0",0.969043602455337
"20302","00000CONTR00136829","Variable","Buy to Let","No","No","No","90 to 100%","1",33,-1,0.941413448,1.62269152909698,-0.87639314088303,0.938037051689169,0.768712902694601,53.1981982,-8.5835393,"No","Galway","0",0.940761406171706
"20303","00000CONTR00228360","Fixed","Buy to Let","No","No","No","60 to 70%","1",28,0,0.65,1.08750650123949,2.60111597548753,1.62826266409344,2.07229969733181,53.4004037,-7.7344544,"Yes","Westmeath","< 90 days",0.951694108864959
"20306","00000CONTR00196984","Tracker","Buy to Let","No","No","No","90 to 100%","3",33,1,0.917878112,0.675921748785876,0.495451661116104,0.0811256188362859,-0.0366456177365914,53.3522785,-6.4173497,"No","Dublin","0",0.573232436325156
"20307","00000CONTR00043919","Variable","Owner Occupied","No","No","No","50 to 60%","3",28,0,0.59,-0.806449221581736,-0.533904293354216,-0.898039544202183,-0.726001969519143,52.4506558,-9.4859539,"No","Kerry","0",NA
"20312","00000CONTR00189745","Tracker","Owner Occupied","No","No","No","60 to 70%","4",35,0,0.67,0.849045366030911,-0.314388917494199,1.18768616508279,0.817440452526007,53.3269009,-6.2464002,"No","Dublin","0",0.392338665973358
"20313","00000CONTR00160394","Tracker","Owner Occupied","No","No","Yes","90 to 100%","2",35,0,0.92369373,-0.637487229962589,-0.912291977814835,-1.22849933440674,-1.32362276263534,55.0338391,-7.6516621,"No","Donegal","0",NA
"20314","00000CONTR00011932","Fixed","Owner Occupied","No","No","No","70 to 80%","1",29,0,0.71,0.739178454928042,1.5443079690268,0.851760772427169,1.09280993065647,55.0274836,-7.7798478,"No","Donegal","0",0.943502149182852
"20326","00000CONTR00062225","Tracker","Owner Occupied","No","No","Yes","60 to 70%","2",35,0,0.67,-0.169720534038411,0.180293619845013,-0.196930620416451,-0.409515039124529,53.3522787,-6.2718819,"Yes","Dublin","< 90 days",NA
"20327","00000CONTR00032935","Fixed","Owner Occupied","No","No","No","30 to 40%","1",29,-4,0.38,-0.876364528361748,-0.24067151985614,-0.305260095011374,-0.144591046055049,53.3993467,-6.4387651,"Yes","Dublin","< 90 days",NA
"20333","00000CONTR00030248","Variable","Owner Occupied","No","No","No","70 to 80%","1",31,-3,0.75,0.871518142625885,-0.494438811747971,0.845740118840144,0.871124605761303,53.2828663,-6.2658624,"No","Dublin","0",0.942310340368123
"20339","00000CONTR00213036","Tracker","Owner Occupied","No","No","No","70 to 80%","1",31,0,0.72,1.48577405440054,0.659517327952559,1.75259058450212,1.77840441685156,53.5481176,-6.0969886,"No","Dublin","0",0.928179966018745
"20340","00000CONTR00227810","Variable","Owner Occupied","No","No","No","70 to 80%","1",28,0,0.78,1.16616122180081,-0.492438257142685,1.06973442777339,1.45363638346657,53.9194068,-6.5482833,"No","Louth","0",0.938720798896251
"20342","00000CONTR00136523","Tracker","Owner Occupied","No","No","No","10 to 20%","1",32,0,0.18828269,-1.42694756997735,-0.881455149700864,-0.96357741540035,-0.980015129552978,52.5009071,-6.5679531,"No","Wexford","0",NA
"20347","00000CONTR00066818","Tracker","Buy to Let","No","No","Yes","70 to 80%","2",35,0,0.76,0.959744602192853,0.881962808831793,0.910402603428846,0.571730164322037,53.3743002,-6.3926563,"No","Dublin","0",0.963709817531355
"20349","00000CONTR00175762","Tracker","Owner Occupied","No","No","Yes","90 to 100%","2",29,0,0.941413448,-0.626667003864117,-0.494075074517829,-1.23770939074019,-1.14181910172286,53.3859397,-6.5849596,"No","Kildare","0",NA
"20352","00000CONTR00209512","Variable","Owner Occupied","No","No","No","60 to 70%","3",32,2,0.61,0.688406624671973,0.272197875459324,1.28836500128919,1.20258694351169,53.3859494,-6.584897,"No","Kildare","0",0.566163427928452
"20356","00000CONTR00217793","Fixed","Owner Occupied","No","No","No","0 to 10%","3",32,0,0.035303004,-1.65542080497284,-1.07496331874151,-1.17893807149351,-1.18874454066612,53.3945379,-6.2436272,"No","Dublin","0",NA
"20360","00000CONTR00161298","Fixed","Buy to Let","No","No","Yes","70 to 80%","2",32,0,0.7,0.58561447739753,1.09933617695107,0.696646560863035,0.629088312009039,52.1732416,-8.4631107,"No","Cork","0",0.969840724594646
"20362","00000CONTR00110651","Tracker","Owner Occupied","No","No","No","30 to 40%","1",34,-1,0.341262375,-1.07986801092399,-0.743144094789869,-0.624816421463649,-0.745700528016146,52.9392568,-9.392454,"No","Clare","0",NA
"20365","00000CONTR00029975","Variable","Owner Occupied","No","No","No","70 to 80%","3",34,0,0.7,1.17365214733247,1.87955238474211,1.46160370263749,1.15752435267041,53.2933191,-6.2456891,"Yes","Dublin","< 90 days",0.519678152237757
"20366","00000CONTR00179893","Tracker","Owner Occupied","No","No","No","0 to 10%","1",30,-3,0.023535336,-1.57426910949871,-1.1092455460444,2.50835839627292,2.69401265473981,52.3594076,-8.466767,"No","Limerick","0",NA
"20367","00000CONTR00017089","Tracker","Owner Occupied","No","No","Yes","70 to 80%","2",33,0,0.75,1.59813793902802,0.00206241142096475,1.72795820654365,1.51111136766699,52.0606251,-9.5079958,"No","Kerry","0",0.967290838971956
"20370","00000CONTR00204445","Variable","Owner Occupied","No","No","No","90 to 100%","1",32,0,0.92964578,0.649287346895537,0.0784472149854162,0.0252268467333648,-0.0216574835371506,51.8738622,-8.6483021,"No","Cork","0",0.954201386072115
"20372","00000CONTR00047654","Variable","Owner Occupied","No","No","Yes","70 to 80%","2",35,1,0.77,-0.242965141219975,0.400637508302629,-0.553280514785463,-0.725288661856202,51.8690913,-8.4854643,"No","Cork","0",NA
"20377","00000CONTR00021688","Variable","Owner Occupied","Yes","No","No","70 to 80%","3",30,1,0.75,1.21859770217503,-0.835018038962985,1.26714325942219,1.41081644375763,53.2861105,-6.3840221,"Yes","Dublin","< 90 days",0.517559552647677
"20380","00000CONTR00147375","Variable","Owner Occupied","No","No","No","0 to 10%","3",31,-1,0.066610671,-1.61963082645765,-1.06126255239298,-1.20429119941415,-1.17987729343479,53.2937969,-6.295923,"No","Dublin","0",NA
"20382","00000CONTR00116066","Fixed","Owner Occupied","No","No","No","70 to 80%","3",32,0,0.71,0.137407420692091,0.7531796465784,0.0799640576960147,0.0313942947355121,51.8537683,-8.2800072,"No","Cork","0",0.645702265030334
"20384","00000CONTR00139709","Tracker","Owner Occupied","No","No","No","60 to 70%","3",28,2,0.61,-0.297066271547076,0.0380723904643089,-0.182743973776478,0.066307351904981,53.3553154,-6.2959681,"No","Dublin","0",NA
"20385","00000CONTR00074447","Tracker","Owner Occupied","No","No","Yes","20 to 30%","2",34,0,0.200050358,-1.39157375397518,-0.880283107757374,-0.879635301485902,-0.978145386888345,53.3554445,-6.2961604,"No","Dublin","0",NA
"20391","00000CONTR00002117","Tracker","Owner Occupied","No","No","Yes","60 to 70%","2",33,0,0.68,1.13120356931974,-0.294019636458083,1.5146262089023,1.31061370265271,53.7135359,-6.3388051,"No","Louth","0",0.963514875644764
"20392","00000CONTR00054657","Tracker","Buy to Let","No","No","No","30 to 40%","3",33,0,0.376565379,-0.930881821218385,-0.540987064308505,-0.419137625011388,-0.506812372225698,53.7139087,-6.3389045,"No","Louth","0",NA
"20393","00000CONTR00190333","Variable","Buy to Let","Yes","No","No","70 to 80%","1",29,0,0.7,0.254765257326618,1.10988455469927,0.266256661377867,0.466629902462705,53.7135138,-6.3384926,"No","Louth","0",0.947731338470294
"20394","00000CONTR00159319","Tracker","Buy to Let","No","No","Yes","70 to 80%","2",33,0,0.72,-0.446052461087425,-0.145695705766173,-0.690646555913169,-0.761986969693028,53.6098855,-6.2106636,"Yes","Dublin","< 6 months",NA
"20397","00000CONTR00033896","Variable","Owner Occupied","No","No","No","0 to 10%","1",32,0,0.058838341,-1.61963082645765,-1.06126255239298,-1.06300560613431,-1.07638179237507,51.871675,-8.4198941,"No","Cork","0",NA
"20408","00000CONTR00046087","Tracker","Owner Occupied","No","No","No","70 to 80%","1",33,0,0.73,-0.823928048318055,-0.990940034820611,-1.18369787505693,-1.22537567739078,51.9428499,-7.8630824,"No","Cork","0",NA
"20410","00000CONTR00215052","Variable","Buy to Let","No","No","No","60 to 70%","1",31,0,0.61,1.17365214733247,2.5069989844413,2.01273707197821,2.03867407045437,52.5167126,-6.569232,"No","Wexford","0",0.944523677108523
"20411","00000CONTR00217058","Tracker","Owner Occupied","No","No","No","60 to 70%","1",31,-4,0.66,1.43125676055234,1.69266221144879,2.04341341402328,2.06936493609626,52.5166317,-6.5691053,"Yes","Wexford","< 90 days",0.921806277816049
"20414","00000CONTR00213784","Variable","Owner Occupied","Yes","No","No","> 100%","4",32,2,1.047322461,1.85990417754326,-0.0817183810987668,0.81948579361266,0.748145159303481,53.3523173,-6.2288925,"No","Dublin","0",0.40360071391545
"20418","00000CONTR00011485","Variable","Owner Occupied","Yes","No","Yes","> 100%","2",32,0,1,0.815336200312145,1.56649593589264,0.0146815845477733,-0.0318780430593532,53.3234243,-6.2178921,"No","Dublin","0",0.965245522097664
"20424","00000CONTR00158475","Tracker","Owner Occupied","No","No","No","70 to 80%","1",34,0,0.79,0.0150556337031257,0.212544981271541,-0.299428003652037,-0.448882391695981,52.1076324,-9.7879721,"No","Kerry","0",NA
"20429","00000CONTR00105327","Fixed","Owner Occupied","No","No","Yes","30 to 40%","2",31,-3,0.341262375,-1.0469911702643,-0.470351328735145,-0.53708974756855,-0.512359957546012,53.5136588,-6.4133573,"Yes","Meath","< 90 days",NA
"20430","00000CONTR00050350","Variable","Owner Occupied","No","No","No","90 to 100%","1",30,0,0.92964578,1.28934533384885,2.07285847766862,0.652175271338877,0.775048661797777,55.2480546,-7.2683684,"No","Donegal","0",0.942249995112129
"20431","00000CONTR00083161","Tracker","Owner Occupied","Yes","No","No","90 to 100%","3",35,-1,0.92964578,0.966403202665438,0.240128382487375,0.335847587525769,0.0625976454669551,55.2478088,-7.2687118,"No","Donegal","0",0.570991225308814
"20432","00000CONTR00220206","Tracker","Owner Occupied","No","No","No","60 to 70%","4",30,0,0.68,-0.590877025332408,-0.93011509865724,-0.791454778484603,-0.717408654202491,55.2449804,-7.2629913,"No","Donegal","0",NA
"20434","00000CONTR00046209","Tracker","Owner Occupied","No","No","No","> 100%","1",32,0,1.000251789,1.61228746668487,0.649797462801958,0.739630571290279,0.670748787159955,54.2557871,-6.9816083,"No","Monaghan","0",0.898705320836086
"20436","00000CONTR00193580","Tracker","Owner Occupied","No","No","No","60 to 70%","4",31,3,0.61,0.357973567956902,0.7285263500608,0.795096198495145,0.820456707940261,53.3050968,-6.246406,"No","Dublin","0",0.389330044442324
"20437","00000CONTR00180971","Tracker","Owner Occupied","No","No","Yes","10 to 20%","2",33,-2,0.117676681,-1.36826865182535,-0.90218816780663,0.276658438334104,0.147123691298085,53.5198877,-7.3331758,"No","Westmeath","0",NA
"20438","00000CONTR00228481","Fixed","Owner Occupied","No","No","No","70 to 80%","4",32,0,0.76,1.54903076054271,2.98090809012103,1.61646428422826,1.52058360857114,53.2814029,-6.4504033,"No","Dublin","0",0.38370844115347
